stationNumber;platform;trackNumber;trackName;length;height
2974;B01;41;Gleis 41;140;55
2974;B02;41;Gleis 41;140;55
2974;B02;51;Gleis 51;140;55
3024;B01;1;Gleis 1;160;36
3024;B01;2;Gleis 2;160;16
3069;B01;1;Gleis 1;170;76
3069;B01;2;Gleis 2;170;76
3069;B02;3;Gleis 3;170;76
3101;B01;1;Gleis 1;140;24
3101;B02;2;Gleis 2;140;26
3119;B01;52;Gleis 52;110;32
3119;B02;53;Gleis 53;110;38
3119;B02;54;Gleis 54;110;38
3119;B03;56;Gleis 56;140;32
3119;B03;57;Gleis 57;140;32
3207;B01;1;Gleis 1;170;76
3207;B01;2;Gleis 2;170;76
3243;B01;1;Gleis 1;88;55
3243;B02;2;Gleis 2;75;55
3243;B02;3;Gleis 3;75;55
3367;B01;1;Gleis 1;190;76
3367;B02;2;Gleis 2;190;76
1096;B01;1;Gleis 1;120;76
3373;B01;1;Gleis 1;140;38
3373;B02;2;Gleis 2;173;38
3415;B01;1;Gleis 1;93;55
3482;B01;1;Gleis 1;170;76
3482;B02;2;Gleis 2;170;76
3516;B01;1;Gleis 1;144;34
3516;B01;2;Gleis 2;144;34
3606;B01;1;Gleis 1;115;38
7964;B01;1;Gleis 1;111;38
3717;B01;2;Gleis 2;170;55
3717;B02;1;Gleis 1;170;55
3748;B01;3;Gleis 3;170;38
3748;B01;4;Gleis 4;170;38
3850;B01;1;Gleis 1;140;34
3850;B01;2;Gleis 2;140;34
4063;B01;20;Gleis 20;115;34
4063;B01;30;Gleis 30;115;34
4075;B01;1;Gleis 1;300;55
4075;B02;2;Gleis 2;190;76
4075;B02;3;Gleis 3;190;76
4182;B01;1;Gleis 1;140;55
4182;B02;2;Gleis 2;140;55
4083;B01;11;Gleis 11;170;55
4083;B02;12;Gleis 12;170;55
4283;B01;1;Gleis 1;120;76
4283;B02;2;Gleis 2;120;34
4297;B01;1;Gleis 1;180;34
4297;B01;2;Gleis 2;180;34
4338;B01;1;Gleis 1;90;28
4338;B01;2;Gleis 2;90;28
4426;B01;1;Gleis 1;265;76
4426;B02;2;Gleis 2;210;76
4426;B02;3;Gleis 3;212;76
4426;B25;25;Gleis 25;173;76
4426;B26;26;Gleis 26;160;76
4426;B26;27;Gleis 27;160;76
4427;B01;2;Gleis 2;115;34
4427;B02;1;Gleis 1;140;34
4473;B01;1;Gleis 1;110;38
4508;B01;1;Gleis 1;162;55
4508;B02;2;Gleis 2;150;34
4559;B01;1;Gleis 1;112;34
4559;B01;2;Gleis 2;112;34
7872;B01;1;Gleis 1;115;55
7872;B02;2;Gleis 2;126;55
4623;B01;1;Gleis 1;170;38
4623;B02;2;Gleis 2;160;55
4624;B01;1;Gleis 1;110;28
4624;B01;2;Gleis 2;110;28
4664;B01;1;Gleis 1;186;34
4664;B02;2;Gleis 2;160;34
4837;B01;1;Gleis 1;212;38
4837;B02;2;Gleis 2;212;55
4852;B01;1;Gleis 1;124;24
4852;B02;2;Gleis 2;90;34
4898;B01;1;Gleis 1;94;28
4916;B01;1;Gleis 1;140;34
4916;B01;2;Gleis 2;140;34
4932;B01;1;Gleis 1;120;32
4932;B02;2;Gleis 2;140;26
5073;B01;1;Gleis 1;115;55
5073;B01;2;Gleis 2;115;55
5074;B01;1;Gleis 1;151;34
5074;B01;2;Gleis 2;151;34
5228;B01;1;Gleis 1;140;24
5228;B01;2;Gleis 2;140;34
5319;B01;1;Gleis 1;140;55
5319;B02;2;Gleis 2;140;55
5319;B02;3;Gleis 3;140;55
5451;B01;1;Gleis 1;264;76
5451;B01;2;Gleis 2;95;76
5451;B01;3;Gleis 3;323;76
5451;B02;5;Gleis 5;399;76
5451;B02;6;Gleis 6;192;55
5451;B02;8;Gleis 8;155;76
5451;B02;11;Gleis 11;190;76
5451;B02;12;Gleis 12;550;76
5451;B03;14;Gleis 14;403;76
5451;B03;16;Gleis 16;403;76
5453;B01;1;Gleis 1;175;38
5453;B01;2;Gleis 2;175;38
5454;B01;2;Gleis 2;140;55
5454;B01;3;Gleis 3;140;55
5456;B01;1;Gleis 1;190;18
5456;B02;2;Gleis 2;232;55
5456;B02;3;Gleis 3;120;55
5457;B01;31;Gleis 31;150;34
5457;B01;32;Gleis 32;150;34
5457;B02;33;Gleis 33;150;34
5458;B01;1;Gleis 1;300;76
5458;B02;2;Gleis 2;300;55
5458;B02;3;Gleis 3;300;55
5529;B01;1;Gleis 1;142;34
5529;B01;2;Gleis 2;142;34
5554;B01;1;Gleis 1;160;28
5554;B01;2;Gleis 2;160;28
5569;B01;1;Gleis 1;110;55
5569;B01;2;Gleis 2;110;55
5631;B01;1;Gleis 1;170;34
5631;B02;2;Gleis 2;146;34
5829;B01;1;Gleis 1;140;38
5829;B02;2;Gleis 2;160;34
5829;B02;3;Gleis 3;160;34
5847;B01;1;Gleis 1;120;34
5920;B01;1;Gleis 1;145;30
5920;B02;2;Gleis 2;145;38
5942;B01;1;Gleis 1;160;55
5942;B02;2;Gleis 2;190;76
5942;B02;3;Gleis 3;190;76
5947;B01;1;Gleis 1;140;38
5947;B02;2;Gleis 2;100;38
5948;B01;1;Gleis 1;246;76
5948;B02;2;Gleis 2;212;76
5948;B02;3;Gleis 3;140;76
5948;B03;5;Gleis 5;140;55
6112;B01;1;Gleis 1;216;20
6112;B01;2;Gleis 2;216;20
6113;B01;1;Gleis 1;153;34
6113;B02;2;Gleis 2;152;34
6132;B01;1;Gleis 1;140;38
6132;B01;2;Gleis 2;140;38
6166;B01;1;Gleis 1;106;38
6166;B01;2;Gleis 2;106;38
6264;B01;11N/S;Gleis 11N/S;437;76
6264;B01;10S;Gleis 10S;140;76
6264;B01;10N;Gleis 10N;125;76
6264;B02;12N/S;Gleis 12N/S;380;76
6264;B02;13N/S;Gleis 13N/S;380;76
6265;B01;1;Gleis 1;140;76
6265;B01;2;Gleis 2;140;76
6288;B01;1;Gleis 1;210;55
6288;B02;2;Gleis 2;210;55
6288;B02;3;Gleis 3;210;55
6379;B01;1;Gleis 1;132;32
6445;B01;1;Gleis 1;191;76
6445;B02;2;Gleis 2;190;76
6445;B02;3;Gleis 3;190;76
6497;B01;1;Gleis 1;148;34
6497;B02;2;Gleis 2;147;32
6562;B01;1;Gleis 1;107;20
6562;B02;2;Gleis 2;107;24
6587;B01;1;Gleis 1;70;76
6587;B02;2;Gleis 2;70;76
6655;B01;2;Gleis 2;111;76
6655;B01;3;Gleis 3;111;76
6666;B01;3;Gleis 3;115;55
6735;B01;1;Gleis 1;170;34
6735;B01;2;Gleis 2;170;34
6788;B01;1;Gleis 1;140;34
6788;B02;2;Gleis 2;115;16
6790;B01;1;Gleis 1;95;22
6790;B02;2;Gleis 2;95;24
6943;B01;1;Gleis 1;115;34
6943;B02;2;Gleis 2;115;34
6962;B01;1;Gleis 1;115;55
11;B01;1;Gleis 1;90;18
11;B02;2;Gleis 2;144;28
54;B01;1;Gleis 1;245;76
54;B02;2;Gleis 2;245;76
54;B02;3;Gleis 3;245;76
56;B01;1;Gleis 1;176;76
56;B01;2;Gleis 2;176;76
253;B01;1;Gleis 1;300;76
253;B02;2;Gleis 2;300;76
742;B01;1;Gleis 1;140;55
742;B01;2;Gleis 2;140;55
279;B01;2;Gleis 2;220;38
279;B02;3;Gleis 3;218;38
281;B01;2;Gleis 2;180;76
281;B02;3;Gleis 3;180;76
281;B02;4;Gleis 4;180;76
281;B03;5;Gleis 5;180;76
281;B03;6;Gleis 6;180;76
287;B01;1;Gleis 1;140;76
8081;B01;1;Gleis 1;90;55
8081;B02;2;Gleis 2;90;55
326;B01;1;Gleis 1;115;38
326;B02;2;Gleis 2;160;38
328;B01;1;Gleis 1;90;55
8064;B01;1;Gleis 1;90;55
369;B01;1;Gleis 1;190;55
369;B02;2;Gleis 2;190;55
398;B01;1;Gleis 1;217;76
398;B02;2;Gleis 2;220;76
415;B01;1;Gleis 1;294;76
415;B02;2;Gleis 2;245;76
415;B02;3;Gleis 3;245;76
625;B01;1;Gleis 1;225;76
625;B02;3;Gleis 3;225;76
736;B01;1;Gleis 1;90;55
738;B01;1;Gleis 1;175;26
738;B02;2;Gleis 2;157;28
738;B02;3;Gleis 3;157;28
798;B01;1;Gleis 1;120;38
798;B01;2;Gleis 2;120;38
835;B02;1;Gleis 1;323;55
835;B02;2;Gleis 2;358;55
835;B03;3;Gleis 3;363;55
835;B03;4;Gleis 4;345;55
835;B04;5;Gleis 5;439;76
835;B04;6;Gleis 6;439;76
835;B05;7;Gleis 7;416;76
835;B05;8;Gleis 8;362;76
836;B02;2;Gleis 2;99;38
836;B02;3;Gleis 3;115;38
891;B01;1;Gleis 1;140;28
1022;B01;1;Gleis 1;164;76
1022;B02;2;Gleis 2;165;76
1069;B01;1;Gleis 1;90;55
1172;B01;1;Gleis 1;140;76
1172;B02;2;Gleis 2;140;76
1184;B01;1;Gleis 1;100;22
1448;B01;1;Gleis 1;145;32
1448;B02;2;Gleis 2;144;32
1499;B01;1;Gleis 1;243;32
1499;B02;3;Gleis 3;180;55
1499;B02;4;Gleis 4;180;55
1499;B03;5;Gleis 5;200;12
1499;B03;6;Gleis 6;200;12
1499;B04;10;Gleis 10;490;76
1499;B04;11;Gleis 11;490;76
1520;B01;1;Gleis 1;220;76
1520;B02;2;Gleis 2;220;76
1520;B02;3;Gleis 3;220;76
1577;B01;1;Gleis 1;220;76
1577;B02;2;Gleis 2;245;76
1577;B02;3;Gleis 3;245;76
1577;B03;4;Gleis 4;220;76
1577;B03;6;Gleis 6;220;76
1586;B01;1;Gleis 1;170;76
1586;B02;2;Gleis 2;170;76
1759;B01;1;Gleis 1;165;76
1759;B01;3;Gleis 3;165;76
1759;B02;2;Gleis 2;165;76
1759;B02;4;Gleis 4;165;76
1886;B01;1;Gleis 1;220;76
1886;B02;2;Gleis 2;220;76
1915;B01;1;Gleis 1;163;38
1915;B02;2;Gleis 2;199;20
1937;B01;1;Gleis 1;196;55
1937;B02;2;Gleis 2;196;55
2107;B01;1;Gleis 1;157;55
2107;B02;2;Gleis 2;157;55
2122;B01;4;Gleis 4;166;76
2122;B02;1;Gleis 1;170;76
2122;B02;2;Gleis 2;170;76
2122;B03;3;Gleis 3;162;76
2122;B03;5;Gleis 5;162;76
2123;B01;1;Gleis 1;152;38
2123;B02;2;Gleis 2;112,5;28
2129;B01;1;Gleis 1;90;55
2129;B02;2;Gleis 2;90;55
2202;B01;1;Gleis 1;160;55
2202;B02;2;Gleis 2;192;55
2202;B02;3;Gleis 3;165;55
2202;B03;4;Gleis 4;256;55
2202;B03;5;Gleis 5;256;55
2218;B01;4;Gleis 4;503;76
2218;B01;5;Gleis 5;403;76
2218;B02;6;Gleis 6;297;76
2218;B02;7;Gleis 7;297;76
2218;B03;8;Gleis 8;401,75;76
2218;B03;9;Gleis 9;401,75;76
2218;B04;10;Gleis 10;400;76
2218;B04;11;Gleis 11;400;76
2334;B01;1;Gleis 1;140;30
2334;B01;2;Gleis 2;140;30
2543;B01;1;Gleis 1;170;55
2543;B03;2;Gleis 2;170;55
2557;B01;1;Gleis 1;163;26
2557;B02;2;Gleis 2;175;28
2565;B01;1;Gleis 1;140;76
2565;B02;2;Gleis 2;140;76
2594;B01;1;Gleis 1;120;28
2594;B02;2;Gleis 2;140;55
2618;B01;1;Gleis 1;200;38
2618;B02;2;Gleis 2;225;10
2618;B03;3;Gleis 3;132;12
2677;B01;1;Gleis 1;280;76
2677;B01;4;Gleis 4;140;76
2677;B02;2;Gleis 2;280;76
2677;B02;5;Gleis 5;140;76
2740;B01;1;Gleis 1;140;55
2740;B02;2;Gleis 2;140;55
2740;B02;4;Gleis 4;140;55
2742;B01;1;Gleis 1;90;55
2765;B01;1;Gleis 1;170;76
2765;B02;2;Gleis 2;404;76
2765;B02;14;Gleis 14;232;38
2765;B03;3;Gleis 3;403;76
2765;B03;15;Gleis 15;232;76
2765;B04;4;Gleis 4;170;76
2765;B04;5;Gleis 5;252;76
2765;B05;6;Gleis 6;322;76
2765;B05;7;Gleis 7;170;76
2766;B01;1;Gleis 1;150;55
2766;B02;2;Gleis 2;150;55
2841;B01;1;Gleis 1;180;38
2841;B02;2;Gleis 2;180;38
2889;B01;1;Gleis 1;283;38
2889;B01;2;Gleis 2;283;38
2889;B02;3;Gleis 3;178;38
3132;B01;1;Gleis 1;140;55
3132;B02;2;Gleis 2;140;55
3295;B02;2;Gleis 2;114;38
3354;B01;1;Gleis 1;215;76
3354;B02;2;Gleis 2;160;76
3354;B02;3;Gleis 3;183;76
3407;B01;1;Gleis 1;245;76
3407;B02;2;Gleis 2;245;76
3407;B02;3;Gleis 3;245;76
3407;B03;51;Gleis 51;140;55
3407;B03;72;Gleis 72;140;55
3407;B04;52;Gleis 52;140;55
3523;B01;1;Gleis 1;192;38
3523;B02;2;Gleis 2;297;38
3582;B01;1;Gleis 1;190;26
3582;B02;2;Gleis 2;90;26
3622;B01;1;Gleis 1;163;76
3622;B02;2;Gleis 2;163;76
894;B01;1;Gleis 1;301;38
894;B02;2;Gleis 2;306;38
8085;B01;1;Gleis 1;90;55
3760;B01;1;Gleis 1;90;26
4028;B01;1;Gleis 1;100;22
4031;B01;3;Gleis 3;175;38
4031;B02;4;Gleis 4;151;38
4229;B01;2;Gleis 2;152;38
4279;B01;1;Gleis 1;220;30
4279;B02;2;Gleis 2;120;30
4374;B01;1;Gleis 1;105;38
4581;B01;1;Gleis 1;190;76
4581;B02;2;Gleis 2;190;76
4581;B02;3;Gleis 3;190;76
4581;B03;11;Gleis 11;90;55
4586;B01;1;Gleis 1;302;76
4586;B02;2;Gleis 2;302;76
4587;B01;1;Gleis 1;245;76
4587;B02;2;Gleis 2;245;76
4587;B02;3;Gleis 3;245;76
4587;B03;11;Gleis 11;140;55
4587;B04;12;Gleis 12;140;55
4587;B04;13;Gleis 13;140;55
4746;B01;1;Gleis 1;85;38
4756;B01;1;Gleis 1;180;38
4756;B02;2;Gleis 2;180;38
4756;B02;3;Gleis 3;180;38
8087;B01;1;Gleis 1;90;55
8086;B01;1;Gleis 1;90;55
4802;B01;1;Gleis 1;90;55
4885;B01;1;Gleis 1;353;76
4885;B02;2;Gleis 2;353;76
5384;B01;1;Gleis 1;100;38
5478;B01;1;Gleis 1;115;55
5478;B02;2;Gleis 2;115;55
5479;B01;1;Gleis 1;60;20
5480;B01;1;Gleis 1;60;38
5481;B01;1;Gleis 1;190;55
5481;B02;2;Gleis 2;190;55
5481;B03;6;Gleis 6;140;55
5481;B04;7;Gleis 7;140;28
5482;B01;1;Gleis 1;62;38
5482;B02;2;Gleis 2;62;38
5483;B01;1;Gleis 1;64;26
5510;B01;1;Gleis 1;225;76
5510;B02;2;Gleis 2;225;76
5540;B01;2;Gleis 2;140;76
5540;B02;3;Gleis 3;140;76
5579;B01;1;Gleis 1;120;55
5579;B02;2;Gleis 2;120;55
8010;B01;1;Gleis 1;105;76
8010;B02;2;Gleis 2;105;76
5656;B01;1;Gleis 1;98;38
5681;B01;1;Gleis 1;177;20
5681;B02;2;Gleis 2;144;32
5797;B01;1;Gleis 1;140;55
5797;B02;2;Gleis 2;140;55
5797;B02;4;Gleis 4;140;55
8011;B01;1;Gleis 1;106;76
5958;B01;2;Gleis 2;206;26
5975;B01;1;Gleis 1;100;76
6095;B01;1;Gleis 1;220;76
6095;B02;3;Gleis 3;220;76
6257;B01;1;Gleis 1;101;30
6310;B01;303;Gleis 303;158;55
6310;B01;304;Gleis 304;158;55
6310;B02;302;Gleis 302;265;76
6310;B03;301;Gleis 301;362;76
6310;B04;101;Gleis 101;407;76
6310;B05;102;Gleis 102;405;76
6310;B05;103;Gleis 103;375;76
6380;B01;1;Gleis 1;170;28
6380;B02;2;Gleis 2;152;30
6397;B01;1;Gleis 1;215;76
6397;B02;2;Gleis 2;215;76
6409;B01;1;Gleis 1;120;38
6412;B01;1;Gleis 1;180;55
6412;B02;2;Gleis 2;172;55
6412;B02;3;Gleis 3;172;55
6440;B01;1;Gleis 1;215;76
6440;B02;2;Gleis 2;215;76
6444;B01;2;Gleis 2;206;22
6444;B02;3;Gleis 3;214;22
6450;B01;1;Gleis 1;140;26
6452;B01;1;Gleis 1;99;38
6470;B01;1;Gleis 1;126;24
6470;B02;2;Gleis 2;110;38
6499;B01;1;Gleis 1;220;38
6499;B02;2;Gleis 2;205;38
6574;B01;1;Gleis 1;160;76
6574;B01;2;Gleis 2;160;76
8065;B01;1;Gleis 1;90;55
6741;B01;1;Gleis 1;105;76
6741;B02;3;Gleis 3;105;76
6833;B01;1;Gleis 1;147;28
6833;B02;2;Gleis 2;100;28
6838;B01;1;Gleis 1;170;55
6838;B02;2;Gleis 2;170;55
6850;B01;1;Gleis 1;115;55
6850;B02;2;Gleis 2;115;55
6859;B01;8;Gleis 8;180;76
6859;B02;4;Gleis 4;422;76
6859;B02;5;Gleis 5;422;76
6859;B03;1;Gleis 1;422;76
6859;B03;3;Gleis 3;422;76
6859;B09;9;Gleis 9;154;55
6879;B01;2;Gleis 2;161;76
6879;B02;1;Gleis 1;301;38
6904;B01;2;Gleis 2;90;55
6904;B02;3;Gleis 3;110;55
7;B01;1;Gleis 1;210;76
7;B02;2;Gleis 2;210;76
7;B02;3;Gleis 3;210;76
8;B01;1;Gleis 1;150;38
8;B01;2;Gleis 2;150;38
24;B01;1;Gleis 1;131;55
24;B02;2;Gleis 2;131;55
193;B01;1;Gleis 1;165;38
193;B02;2;Gleis 2;161,5;38
225;B01;1;Gleis 1;212;38
225;B02;2;Gleis 2;310;38
248;B01;1;Gleis 1;365;76
248;B02;2;Gleis 2;370;76
248;B02;3;Gleis 3;370;76
368;B01;1;Gleis 1;367;38
368;B02;3;Gleis 3;176;38
370;B01;1;Gleis 1;220;76
370;B02;2;Gleis 2;220;76
414;B01;1;Gleis 1;220;76
414;B02;2;Gleis 2;224;76
414;B02;3;Gleis 3;224;76
416;B01;1;Gleis 1;220;76
416;B02;2;Gleis 2;220;76
425;B01;1;Gleis 1;220;76
425;B02;2;Gleis 2;220;76
425;B02;4;Gleis 4;220;76
577;B01;1;Gleis 1;165;38
577;B02;2;Gleis 2;164;38
581;B01;1;Gleis 1;131;55
581;B02;2;Gleis 2;131;55
753;B02;2;Gleis 2;257;38
753;B02;3;Gleis 3;257;38
773;B01;1;Gleis 1;220;55
773;B01;2;Gleis 2;220;55
815;B01;1;Gleis 1;180;76
815;B02;2;Gleis 2;189;76
815;B02;3;Gleis 3;189;76
818;B01;1;Gleis 1;131;55
818;B02;2;Gleis 2;131;55
818;B02;4;Gleis 4;131;55
819;B01;1;Gleis 1;183;34
819;B02;2;Gleis 2;181;26
855;B01;1;Gleis 1;318;76
855;B02;2;Gleis 2;376;76
855;B02;3;Gleis 3;376;76
855;B03;5;Gleis 5;449;76
855;B03;6;Gleis 6;449;76
855;B04;7;Gleis 7;416;76
855;B04;8;Gleis 8;416;76
855;B05;9;Gleis 9;420;76
855;B05;10;Gleis 10;420;76
856;B01;3;Gleis 3;258;30
856;B01;4;Gleis 4;258;30
857;B01;2;Gleis 2;168;76
857;B02;3;Gleis 3;168;76
857;B02;4;Gleis 4;168;76
857;B03;5;Gleis 5;168;76
858;B01;1;Gleis 1;153;38
858;B01;2;Gleis 2;153;38
859;B01;1;Gleis 1;170;76
859;B02;2;Gleis 2;170;76
860;B01;1;Gleis 1;222;76
860;B02;2;Gleis 2;222;76
861;B01;2;Gleis 2;165;38
861;B02;3;Gleis 3;165;38
862;B01;1;Gleis 1;171;76
862;B01;2;Gleis 2;171;76
863;B01;1;Gleis 1;170;76
863;B02;2;Gleis 2;170;76
864;B01;1;Gleis 1;208;76
864;B01;2;Gleis 2;208;76
865;B01;1;Gleis 1;180;76
865;B01;2;Gleis 2;180;76
866;B01;1;Gleis 1;274;76
866;B01;21;Gleis 21;210;76
867;B01;5;Gleis 5;211;76
867;B01;6;Gleis 6;211;76
868;B01;2;Gleis 2;220;76
868;B01;3;Gleis 3;220;76
868;B02;4;Gleis 4;220;76
868;B02;5;Gleis 5;220;76
870;B01;3;Gleis 3;170;76
870;B01;4;Gleis 4;170;76
871;B01;1;Gleis 1;159;38
871;B01;2;Gleis 2;159;38
880;B01;1;Gleis 1;131;55
903;B01;1;Gleis 1;150;26
903;B03;3;Gleis 3;167;38
941;B01;1;Gleis 1;236;76
941;B01;11;Gleis 11;140;76
941;B02;3;Gleis 3;220;76
941;B02;6;Gleis 6;220;76
454;B01;1;Gleis 1;90;55
1006;B01;1;Gleis 1;109;38
1016;B01;1;Gleis 1;195;55
1016;B02;2;Gleis 2;195;55
1058;B01;2;Gleis 2;131;55
1058;B03;1;Gleis 1;131;55
1095;B01;1;Gleis 1;220;55
1095;B01;2;Gleis 2;220;55
1095;B02;3;Gleis 3;170;55
1159;B01;1;Gleis 1;140;55
1159;B02;2;Gleis 2;276;76
1159;B02;3;Gleis 3;276;76
1200;B01;1;Gleis 1;405;38
1200;B02;2;Gleis 2;399;38
1200;B02;3;Gleis 3;235;38
1281;B01;1;Gleis 1;220;76
1281;B02;2;Gleis 2;220;76
1330;B01;1;Gleis 1;140;55
1330;B01;2;Gleis 2;140;55
7626;B01;1;Gleis 1;198;76
7626;B02;4;Gleis 4;195;76
1362;B01;1;Gleis 1;171;76
1362;B02;2;Gleis 2;171;76
1561;B01;1;Gleis 1;180;76
1561;B02;2;Gleis 2;180;76
1580;B01;2;Gleis 2;220;76
1580;B02;3;Gleis 3;300;76
1580;B02;4;Gleis 4;300;76
1580;B03;5;Gleis 5;300;76
1580;B03;6;Gleis 6;300;76
1681;B01;1;Gleis 1;98;55
1689;B02;1;Gleis 1;131;55
1689;B02;2;Gleis 2;131;55
1721;B01;1;Gleis 1;220;76
1721;B02;2;Gleis 2;220;76
1721;B02;3;Gleis 3;220;76
2005;B01;1;Gleis 1;131;55
2028;B01;1;Gleis 1;151;38
2028;B02;2;Gleis 2;168;38
2173;B01;1;Gleis 1;131;55
2341;B01;1;Gleis 1;131;55
2496;B01;1;Gleis 1;140;55
2529;B01;1;Gleis 1;200;55
2529;B02;2;Gleis 2;200;55
2541;B01;1;Gleis 1;140;55
2541;B02;2;Gleis 2;140;55
2559;B01;1;Gleis 1;140;76
2559;B02;3;Gleis 3;140;76
2576;B01;1;Gleis 1;162;28
2576;B02;2;Gleis 2;191;38
2576;B02;4;Gleis 4;191;38
2615;B01;1;Gleis 1;200;55
2645;B01;1;Gleis 1;151;34
2645;B02;2;Gleis 2;165;38
2683;B01;1;Gleis 1;195;55
2683;B02;2;Gleis 2;195;55
2746;B01;1;Gleis 1;140;55
2773;B01;1;Gleis 1;200;55
2773;B02;2;Gleis 2;200;55
2795;B01;1;Gleis 1;167;76
2795;B01;2;Gleis 2;167;76
2870;B01;1;Gleis 1;131;55
2875;B01;1;Gleis 1;140;55
2933;B01;1;Gleis 1;179;26
2933;B02;2;Gleis 2;161;28
2938;B01;1;Gleis 1;220;76
2938;B02;2;Gleis 2;220;76
2938;B02;3;Gleis 3;220;76
2951;B01;1;Gleis 1;131;55
2951;B02;2;Gleis 2;131;55
3054;B01;1;Gleis 1;90;55
8074;B01;1;Gleis 1;180;76
3205;B01;1;Gleis 1;230;76
3205;B01;2;Gleis 2;220;76
3224;B01;1;Gleis 1;167;76
3224;B02;2;Gleis 2;167;76
3248;B01;1;Gleis 1;180;76
3565;B01;1;Gleis 1;220;76
3565;B02;2;Gleis 2;220;76
3565;B02;4;Gleis 4;220;76
3568;B01;1;Gleis 1;176;30
3568;B02;2;Gleis 2;205;30
3580;B01;1;Gleis 1;220;76
3580;B02;3;Gleis 3;220;76
3580;B02;4;Gleis 4;220;76
3609;B01;1;Gleis 1;370;38
3609;B02;2;Gleis 2;361;38
3609;B02;4;Gleis 4;361;38
3655;B01;1;Gleis 1;300;38
3655;B02;2;Gleis 2;300;38
3669;B01;1;Gleis 1;220;76
3669;B02;3;Gleis 3;220;76
3741;B01;1;Gleis 1;300;76
3741;B02;2;Gleis 2;300;76
3767;B01;1;Gleis 1;131;55
3767;B02;2;Gleis 2;131;55
3799;B01;1;Gleis 1;220;76
3799;B02;2;Gleis 2;220;76
3806;B01;1;Gleis 1;220;76
3806;B02;3;Gleis 3;220;76
3858;B01;1;Gleis 1;220;76
3858;B02;2;Gleis 2;220;76
8024;B01;1;Gleis 1;131;55
3953;B01;1;Gleis 1;195;38
3953;B02;2;Gleis 2;240;26
4044;B01;1;Gleis 1;157;55
4044;B01;2;Gleis 2;157;55
4061;B01;1;Gleis 1;300;76
4061;B02;2;Gleis 2;300;76
4061;B02;3;Gleis 3;386;76
4203;B01;1;Gleis 1;131;55
4305;B01;1;Gleis 1;136;76
4305;B02;2;Gleis 2;136;76
4383;B01;1;Gleis 1;131;55
4383;B02;2;Gleis 2;131;55
4569;B02;1;Gleis 1;292;26
4569;B02;2;Gleis 2;292;26
4570;B01;1;Gleis 1;345;76
4571;B01;1;Gleis 1;300;76
4571;B02;3;Gleis 3;300;76
4573;B01;1;Gleis 1;179;76
4573;B02;2;Gleis 2;160;38
4579;B01;1;Gleis 1;131;55
4765;B01;1;Gleis 1;228;76
4765;B03;3;Gleis 3;364;76
4765;B03;4;Gleis 4;364;76
4765;B05;5;Gleis 5;228;76
4765;B05;6;Gleis 6;228;76
4765;B07;7;Gleis 7;228;76
4765;B07;8;Gleis 8;228;76
8265;B01;1;Gleis 1;220;76
4766;B01;1;Gleis 1;220;76
4766;B02;3;Gleis 3;220;76
4786;B01;1;Gleis 1;204;76
4786;B01;2;Gleis 2;220;76
4787;B01;1;Gleis 1;251;76
4787;B02;2;Gleis 2;393;76
4787;B02;3;Gleis 3;393;76
4787;B04;4;Gleis 4;393;76
4787;B04;5;Gleis 5;393;76
4787;B11;11;Gleis 11;311;76
4787;B11;12;Gleis 12;311;76
4787;B13;13;Gleis 13;232;76
4787;B13;14;Gleis 14;232;76
4795;B01;1;Gleis 1;220;76
4795;B01;2;Gleis 2;220;76
4829;B01;1;Gleis 1;195;55
4829;B02;2;Gleis 2;195;55
4830;B01;1;Gleis 1;140;76
4830;B02;2;Gleis 2;220;76
4830;B02;3;Gleis 3;220;76
4857;B01;1;Gleis 1;310;76
4857;B02;2;Gleis 2;300;76
5066;B01;1;Gleis 1;131;55
5066;B02;2;Gleis 2;131;55
5126;B01;1;Gleis 1;210;55
5126;B02;2;Gleis 2;220;76
5126;B02;3;Gleis 3;220;76
5156;B01;1;Gleis 1;131;55
5279;B01;1;Gleis 1;131;55
5293;B01;1;Gleis 1;232;76
5293;B02;2;Gleis 2;222;76
5306;B01;1;Gleis 1;180;76
5306;B02;2;Gleis 2;180;38
5306;B02;3;Gleis 3;180;38
5380;B01;4;Gleis 4;220;76
5380;B01;5;Gleis 5;220;76
5380;B02;6;Gleis 6;220;76
5470;B01;1;Gleis 1;165;38
5470;B02;2;Gleis 2;198;34
5470;B02;3;Gleis 3;198;34
5476;B02;2;Gleis 2;299;38
5476;B02;3;Gleis 3;299;38
5476;B04;4;Gleis 4;253;38
5495;B02;2;Gleis 2;221;55
5495;B02;3;Gleis 3;221;55
5497;B01;1;Gleis 1;94;55
5502;B01;1;Gleis 1;131;55
5502;B02;2;Gleis 2;131;55
5552;B01;1;Gleis 1;240;76
5552;B02;2;Gleis 2;240;76
5552;B02;3;Gleis 3;240;76
5565;B01;1;Gleis 1;165;34
5565;B02;2;Gleis 2;159;34
5629;B01;1;Gleis 1;140;55
5629;B02;2;Gleis 2;140;55
2646;B01;1;Gleis 1;89;55
2646;B01;2;Gleis 2;89;55
5693;B01;1;Gleis 1;159;38
5693;B02;2;Gleis 2;259;38
5892;B01;1;Gleis 1;180;38
5892;B02;2;Gleis 2;179;38
5892;B02;5;Gleis 5;179;38
5892;B03;7;Gleis 7;179;38
5893;B01;1;Gleis 1;140;55
5913;B01;1;Gleis 1;220;76
